rownames,sex,age,educ,farm,hhsize,commune,lnhhexp,lnexp12m
1172,2,47,7,1,4,38,9.469919205,
1173,1,68,2,0,2,38,8.669457436,6.291569233
1174,2,46,7,0,4,38,10.2246685,9.258177757
1175,2,70,3,1,2,38,9.508986473,
1176,1,47,4,1,5,38,9.422712326,4.60517025
1177,2,60,2,1,2,38,8.61852932,3.68887949
1178,2,35,7,0,4,38,9.671366692,8.026169777
1179,2,61,2,1,2,39,8.991121292,6.270988464
1180,1,40,4,1,5,39,9.017809868,4.64439106
1181,2,39,4,1,6,39,9.506887436,7.652545929
1182,2,36,4,1,3,39,9.111066818,6.142037392
1183,1,29,3,1,7,39,9.322570801,7.757906437
1184,1,33,4,1,4,39,9.085756302,7.256297112
1185,2,49,3,1,3,39,8.891484261,5.192956924
1186,1,40,4,0,4,39,9.4111166,5.897153854
1187,1,35,5,0,4,39,9.26129818,5.56068182
1188,2,37,7,0,3,39,9.51176548,4.867534637
1189,1,29,6,1,4,39,8.890756607,8.345692635
1190,2,28,4,1,2,39,7.974836349,4.867534637
1191,1,31,5,1,3,39,9.00549221,7.37775898
1192,1,31,4,1,4,39,8.945761681,7.170119762
1193,1,24,2,1,3,39,9.17893219,7.335633755
1194,2,39,4,1,5,39,9.559547424,6.107022762
1195,2,38,2,1,5,39,9.240440369,6.003887177
1196,2,43,5,1,2,39,8.831103325,6.869014263
1197,2,38,2,1,3,39,8.96602726,7.0475173
1198,2,36,4,1,6,39,9.501253128,6.946976185
1199,2,40,4,1,4,39,9.041157722,
1200,2,37,6,0,4,39,8.621278763,
1201,2,28,5,1,4,39,9.331514359,7.052721024
1202,2,65,0,1,4,39,9.687307358,7.189922333
1203,2,49,2,1,7,39,9.516600609,3.663561583
1204,2,48,3,1,5,39,9.398697853,5.634789467
1205,1,79,6,1,2,39,9.267109871,
1206,1,54,4,1,3,39,9.10913372,4.867534637
1207,2,39,6,0,2,39,8.875839233,
1208,1,37,4,1,6,39,9.164141655,
1209,2,29,4,1,6,39,8.995824814,5.966146946
1210,1,57,4,1,6,39,9.711135864,4.867534637
1211,1,65,4,0,5,40,9.653574944,5.556828022
1212,2,68,2,0,1,40,8.361367226,5.049856186
1213,2,63,2,0,4,40,8.78599453,6.061457157
1214,1,50,4,0,6,40,9.591546059,7.703910351
1215,2,36,4,0,3,40,9.065363884,
1216,2,56,2,0,5,40,9.816299438,5.666426659
1217,1,42,3,0,4,40,8.831012726,6.371612072
1218,2,55,6,0,3,40,9.272102356,6.709304333
1219,2,71,2,0,2,40,8.87962532,5.123963833
1220,2,48,3,0,3,40,9.356399536,7.897296429
1221,2,70,0,0,1,40,8.411434174,
1222,1,60,4,0,3,40,9.254569054,6.625392437
1223,1,54,6,0,4,40,9.405306816,7.750614643
1224,2,68,2,0,6,40,10.09914589,5.662960529
1225,2,39,7,0,3,40,9.586931229,5.966146946
1226,1,71,0,0,3,40,8.797472,4.174387455
1227,1,40,4,0,4,40,9.623949051,5.416100502
1228,1,56,9,0,4,40,9.482572556,2.995732307
1229,1,43,4,0,4,40,9.657944679,4.787491798
1230,1,62,9,0,3,40,9.702544212,
1231,2,53,9,0,7,40,10.08642197,3.663561583
1232,1,53,3,0,5,40,9.495832443,5.783825397
1233,2,46,6,0,4,40,8.909661293,5.56068182
1234,1,50,4,0,3,40,9.270667076,6.882437706
1235,1,50,3,0,4,40,9.259123802,5.932245255
1236,2,72,0,0,2,40,8.491736412,4.356709003
1237,2,71,2,0,2,40,8.74711895,5.655992031
1238,1,42,4,0,4,40,9.364188194,6.061457157
1239,1,44,5,0,3,40,9.371087074,5.897153854
1240,1,54,6,0,5,40,10.37958241,5.455321312
1241,1,57,3,0,8,40,10.40226078,6.572282314
1242,2,72,2,0,5,40,9.671226501,6.47697258
1243,1,44,6,1,5,41,8.939823151,4.174387455
1244,1,32,4,1,6,41,8.86977005,8.117013931
1245,1,35,4,1,4,41,8.690340996,5.56068182
1246,1,34,4,1,4,41,8.810633659,4.317488194
1247,2,57,2,1,3,41,8.603569031,4.356709003
1248,2,68,2,1,1,41,8.292627335,6.516192913
1249,2,57,2,1,3,41,8.953819275,7.640123367
1250,2,72,0,1,3,41,8.688892365,5.860786438
1251,2,53,4,1,3,41,9.254654884,7.999678612
1252,2,39,4,1,4,41,9.122130394,6.841615677
1253,2,40,4,1,3,41,9.020148277,7.199678421
1254,1,42,4,1,5,41,9.340831757,5.049856186
1255,1,33,7,0,6,41,8.992777824,7.204892635
1256,1,56,9,1,5,41,9.72369194,7.309881687
1257,1,32,4,0,5,41,9.316451073,6.882437706
1258,1,33,7,0,3,41,9.644903183,6.391917229
1259,1,67,6,0,7,42,10.2995348,7.731930733
1260,1,43,6,0,4,42,10.0564785,7.867105484
1261,2,64,2,0,6,42,9.34270668,8.007367134
1262,1,83,6,0,2,42,8.309875488,7.007600784
1263,1,59,4,0,5,42,9.544581413,2.995732307
1264,1,31,7,0,5,42,8.99943161,8.408493996
1265,2,40,4,0,4,42,9.616077423,5.241746902
1266,2,35,4,0,2,42,9.066379547,2.484906673
1267,1,55,4,0,4,42,9.308311462,6.826545238
1268,2,48,3,0,3,42,9.094356537,4.64439106
1269,1,53,7,0,6,42,9.794756889,7.309881687
1270,1,39,9,0,3,42,10.19916821,6.813444614
1271,1,47,9,0,5,42,10.04608536,6.163314819
1272,1,39,7,0,6,42,10.35560226,8.651024818
1273,1,67,6,0,3,42,9.273576736,4.343805313
1274,2,48,6,0,6,42,9.574396133,5.820083141
1275,2,34,5,0,4,42,9.142954826,5.652489185
1276,2,38,5,0,4,42,10.08948421,5.379897118
1277,1,51,9,0,5,42,9.772955894,10.03319931
1278,1,57,6,1,4,42,9.760919571,4.779123306
1279,2,40,7,0,4,42,10.01532269,5.389071941
1280,2,33,6,0,4,42,9.602511406,8.257904053
1281,1,43,6,0,4,42,9.40177536,3.258096457
1282,2,38,9,0,4,42,9.53477478,5.690359592
1283,1,55,6,0,4,42,9.092973709,4.499809742
1284,1,48,9,0,6,42,9.875574112,5.783825397
1285,1,53,6,0,2,42,8.731575966,
1286,1,44,6,0,5,42,9.845716476,7.270312786
1287,2,54,6,0,4,42,9.902907372,7.567862511
1288,1,40,7,0,4,42,9.312947273,5.56068182
1289,1,32,4,0,4,43,9.85809803,
1290,2,62,2,1,3,43,9.419877052,9.607437134
1291,1,56,3,1,5,43,9.474236488,7.215240002
1292,1,51,4,1,3,43,8.965137482,5.991464615
1293,1,60,4,1,5,43,9.393980026,6.672032833
1294,1,63,4,1,2,43,8.206222534,
1295,2,68,2,1,2,43,8.778729439,2.302585125
1296,2,65,2,1,1,43,8.483645439,8.929303169
1297,1,29,4,1,4,43,9.353922844,4.867534637
1298,1,38,4,1,5,43,9.480204582,5.645446777
1299,1,42,5,1,6,43,9.554567337,3.583518982
1300,2,41,6,1,2,43,8.715759277,8.027802467
1301,1,33,4,0,5,43,9.737389565,3.401197433
1302,2,74,0,0,2,43,8.280388832,8.393895149
1303,1,59,4,1,3,43,9.381719589,4.64439106
1304,1,65,4,1,3,43,9.128002167,7.170119762
1305,1,33,3,0,4,44,9.426072121,5.733341217
1306,1,59,6,1,2,44,8.775251389,
1307,1,34,4,0,4,44,9.445580482,8.194229126
1308,2,49,4,0,3,44,9.566588402,
1309,2,27,5,0,3,44,9.06231308,4.762174129
1310,1,52,6,0,3,44,9.551852226,5.783825397
1311,1,65,5,0,5,44,9.760188103,5.480638981
1312,1,35,4,0,4,44,10.15866184,7.155396461
1313,2,57,2,1,2,44,8.279831886,5.56068182
1314,1,68,3,1,2,44,8.88064003,
1315,2,26,4,0,4,44,8.818787575,5.59842205
1316,1,65,6,0,3,44,9.647677422,7.170119762
1317,1,49,4,1,5,44,9.657816887,7.098375797
1318,2,33,3,0,4,44,8.978626251,4.174387455
1319,1,58,4,0,3,44,9.527840614,5.991464615
1320,2,61,2,0,1,44,9.191194534,5.966146946
1321,2,36,5,1,6,45,10.04621506,4.110873699
1322,1,54,7,0,4,45,10.02100563,5.855072021
1323,1,52,7,0,5,45,10.64156055,7.467370987
1324,1,40,7,0,4,45,10.19460583,7.765144825
1325,1,47,4,1,5,45,9.536815643,6.586171627
1326,1,27,5,1,3,45,9.159007072,6.47697258
1327,2,56,3,1,7,45,9.371548653,5.129898548
1328,2,63,2,1,6,45,9.617734909,7.534762859
1329,1,57,9,0,7,45,11.73528385,9.060679436
1330,1,46,7,0,5,45,9.861169815,3.044522524
1331,2,68,2,0,2,45,8.921712875,
1332,1,58,4,1,6,45,9.851078987,7.517520905
1333,2,84,0,0,4,45,9.432239532,6.163314819
1334,1,53,4,1,5,45,9.472872734,5.288267136
1335,1,59,7,0,6,45,9.929211617,
1336,1,38,7,1,5,45,9.579520226,7.069023609
1337,1,43,3,1,6,46,9.209230423,2.484906673
1338,1,57,2,1,5,46,9.640803337,7.506591797
1339,1,57,2,0,5,46,9.477771759,3.555348158
1340,1,69,5,0,6,46,9.579993248,5.010635376
1341,1,44,4,1,7,46,9.428668022,5.480638981
1342,1,53,3,0,9,46,10.17426109,4.174387455
1343,2,60,2,1,1,46,8.318934441,4.60517025
1344,2,51,2,0,3,46,8.961981773,
1345,1,67,3,1,2,46,9.47564888,6.47697258
1346,2,72,2,1,1,46,8.079539299,
1347,1,39,7,0,4,46,9.582180977,4.060442924
1348,2,44,3,1,4,46,9.324341774,7.757906437
1349,1,43,4,0,4,46,9.369991302,4.60517025
1350,2,68,0,0,4,46,9.020291328,7.770645142
1351,1,35,3,0,4,46,8.933673859,5.075173855
1352,1,78,2,0,1,46,7.680183411,5.272999763
1353,1,67,9,0,3,46,9.838320732,6.315358162
1354,1,41,5,0,4,46,9.839007378,6.845880032
1355,1,38,6,0,5,46,10.2095108,4.867534637
1356,1,54,2,0,5,46,10.45344639,
1357,1,34,4,0,3,46,9.200343132,4.700480461
1358,2,54,2,0,5,46,9.342532158,
1359,2,46,6,0,5,46,10.7492218,5.298317432
1360,1,54,3,0,6,46,10.29022884,6.356107712
1361,2,33,5,0,4,46,9.751553535,5.634789467
1362,1,58,3,0,6,46,10.14080715,3.401197433
1363,1,58,4,1,4,46,9.348958969,2.302585125
1364,1,40,3,0,5,46,9.189990997,5.075173855
1365,2,37,7,0,4,46,9.892289162,5.298317432
1366,1,49,4,0,7,46,9.601389885,5.720311642
1367,1,28,4,0,3,46,8.77328968,5.609471798
1368,1,34,9,0,3,46,9.244039536,5.318120003
1369,1,60,3,0,3,47,9.160096169,5.56068182
1370,2,40,9,0,5,47,10.212286,4.941642284
1371,1,30,4,1,4,47,9.030072212,3.912023067
1372,1,57,5,0,5,47,9.911003113,5.129898548
1373,1,41,5,0,5,47,10.58276558,5.872117996
1374,1,43,4,0,6,47,10.82213974,
1375,2,46,5,0,5,47,9.852647781,
1376,1,46,3,0,6,47,10.39144993,
1377,1,28,5,0,5,47,10.39566994,
1378,1,47,5,1,5,47,9.554971695,4.442651272
1379,2,48,2,1,4,47,9.139594078,
1380,1,48,5,0,6,47,10.12666512,3.80666256
1381,1,65,3,0,8,47,10.82960415,4.976733685
1382,1,73,2,1,2,47,8.83131218,5.966146946
1383,2,44,2,0,5,47,9.136753082,4.510859489
1384,1,43,4,0,4,47,9.569991112,
1385,2,64,3,0,6,47,9.038387299,5.56068182
1386,1,40,3,0,4,47,9.185336113,5.272999763
1387,2,38,5,0,5,47,9.554936409,6.47697258
1388,1,48,5,0,8,47,10.48620224,3.912023067
1389,1,37,5,0,5,47,9.687186241,3.218875885
1390,1,61,3,1,5,47,10.36814976,6.396929741
1391,1,64,2,1,3,47,9.182739258,
1392,1,36,4,0,6,47,9.646920204,3.68887949
1393,1,26,3,0,4,47,9.595570564,4.867534637
1394,2,77,0,0,1,47,8.400415421,5.966146946
1395,1,46,9,0,5,47,10.34442616,
1396,2,78,2,1,2,47,8.944592476,
1397,1,42,5,0,4,47,9.758771896,5.075173855
1398,1,61,2,0,5,47,9.616685867,2.995732307
1399,1,31,4,0,4,47,9.412872314,
1400,1,60,3,0,7,47,10.05054283,
1401,2,33,4,0,4,48,10.32524681,5.323009968
1402,1,63,3,0,5,48,8.717450142,7.309881687
1403,2,65,2,0,4,48,8.442671776,6.120297432
1404,1,30,3,0,4,48,8.958687782,6.708084106
1405,2,68,2,0,1,48,8.892458916,7.064759254
1406,1,54,3,0,7,48,9.464483261,5.991464615
1407,2,56,5,0,4,48,9.548880577,
1408,1,47,7,0,5,48,9.208453178,6.577861309
1409,2,47,4,0,7,48,9.795248032,4.356709003
1410,1,60,4,0,5,48,9.444794655,7.656810284
1411,1,53,9,1,5,48,9.80355835,
1412,1,44,9,0,6,48,9.857509613,5.262690067
1413,2,49,6,0,5,48,9.836611748,7.79152298
1414,1,37,3,0,6,48,9.041352272,5.891644001
1415,2,36,3,0,6,48,9.912526131,8.698347092
1416,1,42,3,0,4,48,9.537302971,8.85779953
1417,1,59,7,0,7,48,11.4892168,6.253829002
1418,2,52,2,0,7,48,9.845666885,7.88795948
1419,1,50,4,0,9,48,10.54270554,4.499809742
1420,1,56,9,0,5,48,10.10111046,
1421,1,47,3,0,6,48,10.29295254,
1422,1,43,6,0,4,48,10.27127075,7.878534317
1423,2,57,0,0,10,48,9.590080261,7.811973572
1424,2,42,4,0,7,48,9.501567841,6.459904671
1425,2,39,7,0,4,48,9.35209465,6.599870682
1426,1,40,4,0,5,48,9.546434402,5.337538242
1427,1,64,6,0,4,48,9.510272026,5.91350317
1428,2,55,4,0,6,48,9.725907326,7.204149246
1429,2,38,5,0,7,48,10.47220039,8.656954765
1430,2,51,5,0,4,48,9.691516876,6.565265179
1431,1,67,2,0,3,48,9.423069,7.700747967
1432,1,55,4,0,5,48,9.248233795,5.272999763
1433,1,66,6,0,4,49,9.758831024,4.174387455
1434,2,45,7,0,3,49,11.01873016,9.563810349
1435,1,42,6,1,5,49,9.606560707,6.47697258
1436,1,35,5,0,6,49,9.27842617,6.456769466
1437,1,34,2,0,8,49,9.098787308,7.265429497
1438,1,38,9,0,4,49,10.16984844,6.794586658
1439,2,51,4,0,4,49,9.873813629,7.610852718
1440,1,37,6,0,5,49,10.21325874,7.432483673
1441,2,58,6,0,3,49,9.988323212,4.700480461
1442,2,57,2,0,10,49,10.36384678,6.813444614
1443,1,63,4,0,7,49,9.643465996,7.912056923
1444,2,63,2,0,1,49,8.377449036,5.272999763
1445,1,40,4,0,5,49,8.697627068,4.356709003
1446,1,58,7,1,3,49,9.728542328,
1447,1,45,6,0,5,49,10.40486336,8.809116364
1448,1,49,2,0,8,49,10.38537216,8.024535179
1449,1,56,3,0,5,49,9.89067173,5.52146101
1450,2,42,3,0,5,49,9.255356789,
1451,1,49,5,0,5,49,9.695905685,5.272999763
1452,1,65,3,0,5,49,9.633161545,
1453,1,44,6,0,4,49,10.41294193,
1454,1,61,3,0,5,49,8.239369392,
1455,1,53,6,0,11,49,10.5188694,6.486160755
1456,1,60,4,0,4,49,9.76331234,7.640123367
1457,2,67,2,0,7,49,9.560709,9.493261337
1458,1,70,3,0,8,49,10.41170216,6.869014263
1459,1,48,3,0,5,49,10.23851395,
1460,1,67,4,0,2,49,9.727013588,8.618304253
1461,1,68,2,0,6,49,9.533809662,6.47697258
1462,2,32,2,0,8,49,9.221763611,8.364042282
1463,2,55,2,0,8,50,9.848653793,8.696175575
1464,1,47,2,0,5,50,10.05601406,8.841158867
1465,2,28,2,0,6,50,9.14744091,9.272845268
1466,1,78,2,0,2,50,8.931553841,6.371612072
1467,2,37,4,0,9,50,10.11956787,8.062117577
1468,1,62,4,0,8,50,10.45750999,5.783825397
1469,2,58,2,0,5,50,9.477256775,7.640123367
1470,1,43,3,0,8,50,11.28487682,9.493487358
1471,1,43,2,0,8,50,9.648958206,7.360739708
1472,1,42,2,1,9,50,10.44979858,9.182249069
1473,1,30,4,0,5,50,9.547504425,5.743003368
1474,1,50,3,0,13,50,9.765784264,6.291569233
1475,1,36,0,0,6,50,8.57388401,5.56068182
1476,1,28,4,0,3,50,9.850055695,3.663561583
1477,1,49,3,0,3,50,8.87314415,5.783825397
1478,1,34,2,0,5,50,9.044395447,5.609471798
1479,1,28,3,0,5,50,8.665759087,8.364042282
1480,1,36,4,0,4,50,10.68571472,6.995766163
1481,1,62,3,0,6,50,9.306858063,5.860786438
1482,2,75,2,0,6,50,10.04015255,5.897153854
1483,2,27,4,0,9,50,9.771510124,7.858253956
1484,1,66,3,0,3,50,9.023230553,7.432483673
1485,1,45,5,0,9,50,10.29024601,4.356709003
1486,2,46,2,0,2,50,8.796553612,5.783825397
1487,1,50,2,0,8,50,9.580022812,7.729735374
1488,2,46,2,0,7,50,9.41218853,7.318539619
1489,2,36,3,0,4,50,9.35833931,7.265429497
1490,2,52,2,0,3,50,8.725261688,6.175867081
1491,1,68,0,0,4,50,9.204156876,7.694848061
1492,1,33,3,0,4,50,9.50585556,9.002700806
1493,1,31,2,0,6,50,10.38471222,7.256297112
1494,2,62,0,0,4,50,8.726248741,6.659294128
1495,1,40,4,1,6,51,10.40544891,4.60517025
1496,1,33,2,1,1,51,8.889979362,
1497,1,32,3,0,6,51,9.950199127,10.19552231
1498,1,41,3,0,5,51,9.800092697,10.03648758
1499,1,41,6,0,7,51,9.554472923,6.708084106
1500,1,39,3,0,4,51,10.11539364,3.912023067
1501,1,45,7,1,5,51,10.22634506,7.387090206
1502,2,33,2,0,5,51,9.241633415,6.456769466
1503,2,62,2,0,9,51,10.43288994,9.461643219
1504,2,43,7,0,6,51,10.6532259,6.736967087
1505,1,63,3,1,9,51,10.69683933,8.783395767
1506,1,49,7,0,5,51,10.68392372,5.043425083
1507,1,34,5,0,2,51,9.298933983,5.56068182
1508,1,61,6,1,3,51,9.970188141,6.47697258
1509,1,38,9,0,4,51,10.08832169,6.625392437
1510,1,64,2,0,2,51,9.611776352,7.455876827
1511,1,43,2,0,5,52,9.513148308,6.907755375
1512,2,71,2,0,2,52,9.176733017,
1513,1,43,2,0,5,52,10.42105103,
1514,2,51,2,0,1,52,8.197883606,5.56068182
1515,1,58,6,0,4,52,9.834391594,8.575462341
1516,2,44,3,0,5,52,9.137883186,7.352441311
1517,2,48,2,0,4,52,9.93327713,2.708050251
1518,1,50,5,0,3,52,9.918439865,3.401197433
1519,1,36,3,0,5,52,10.02114487,8.407378197
1520,2,62,2,0,6,52,9.983229637,6.566672325
1521,1,54,2,0,8,52,9.379828453,7.097548962
1522,2,65,3,0,5,52,9.484663963,5.298317432
1523,2,70,3,0,3,52,8.654157639,
1524,1,41,3,0,3,52,9.11286068,8.011686325
1525,1,80,2,0,2,52,8.488414764,7.892825603
1526,2,53,2,0,2,52,9.839905739,7.670894623
1527,1,62,3,1,4,52,9.423864365,9.117128372
1528,1,78,3,0,1,52,8.34991169,6.579251289
1529,2,54,3,0,7,52,9.851711273,6.329720974
1530,2,50,2,0,3,52,9.80492115,
1531,1,66,2,1,3,52,8.894099236,7.488293648
1532,1,62,0,0,5,52,9.243689537,7.506591797
1533,1,39,4,1,5,52,9.369677544,8.598588943
1534,1,58,2,0,4,52,9.10309124,3.951243639
1535,2,86,0,0,6,52,10.36161041,7.234177113
1536,1,40,3,0,5,52,8.800543785,4.158883095
1537,1,38,7,0,4,52,10.34963703,4.948760033
1538,1,43,3,0,5,52,10.17493343,5.517452717
1539,1,35,3,0,4,52,9.753717422,6.606650352
1540,2,38,4,0,4,52,9.909347534,6.082219124
1541,1,35,3,0,3,52,9.449666977,4.709530354
1542,1,23,2,1,3,52,9.057562828,
1543,1,57,3,0,8,53,10.42623329,6.214608192
1544,1,74,2,0,2,53,9.114749908,6.47697258
1545,1,44,7,0,4,53,9.610416412,5.966146946
1546,2,48,2,0,6,53,9.5753088,6.429719448
1547,1,78,0,1,4,53,9.573446274,
1548,1,42,4,0,5,53,9.554548264,4.976733685
1549,1,41,4,0,7,53,9.782469749,
1550,1,55,9,0,2,53,9.930592537,
1551,2,41,9,0,3,53,9.341578484,
1552,1,84,3,0,7,53,10.28362656,
1553,1,68,2,0,8,53,9.495734215,6.895682812
1554,1,46,2,0,4,53,9.848398209,7.003065586
1555,2,36,3,0,3,53,9.945149422,5.272999763
1556,2,52,4,0,2,53,9.228253365,5.966146946
1557,1,49,4,0,3,53,9.297230721,
1558,1,48,5,0,6,53,9.669682503,
1559,1,31,3,0,5,53,9.368952751,5.517452717
1560,1,40,6,0,6,53,9.443754196,5.459585667
1561,1,44,5,0,5,53,10.89627552,
1562,1,45,6,0,5,53,10.30348682,
1563,1,37,4,0,6,53,8.679368973,7.644919395
1564,2,48,3,0,5,53,9.289843559,6.383506775
1565,1,51,3,0,4,53,10.04689312,
1566,2,54,4,0,1,53,8.443021774,5.272999763
1567,1,44,7,0,5,53,10.24203396,5.480638981
1568,1,44,9,0,4,53,10.89408112,9.905735016
1569,1,46,3,0,9,53,10.37945652,2.708050251
1570,1,63,5,0,7,53,9.680438995,7.12849617
1571,2,32,2,0,4,53,9.7970438,
1572,1,55,2,0,4,53,9.547312737,
1573,2,67,0,0,1,54,7.895389557,4.262680054
1574,2,60,2,1,7,54,9.616746902,6.180016518
1575,2,68,2,0,5,54,9.968542099,3.80666256
1576,1,43,4,1,5,54,10.48298645,7.880426407
1577,1,31,3,0,5,54,9.315608025,7.66669035
1578,1,56,9,0,3,54,10.0076685,
1579,1,44,4,0,4,54,8.923146248,
1580,1,22,2,0,4,54,8.803601265,
1581,1,39,2,0,3,54,9.293842316,2.708050251
1582,1,30,2,0,3,54,8.991005898,2.708050251
1583,2,57,2,0,2,54,8.980545044,5.843544483
1584,1,41,3,0,4,54,9.679040909,3.80666256
1585,2,69,0,0,4,54,8.501464844,6.393590927
1586,1,55,3,0,1,54,8.548929214,
1587,1,45,4,0,5,54,8.802408218,
1588,1,35,3,0,4,54,9.066366196,2.708050251
1589,1,27,4,0,3,54,9.220560074,
1590,1,40,3,0,7,54,9.803174019,7.142827511
1591,2,57,2,0,3,54,9.590768814,
1592,1,40,4,0,8,54,9.052996635,7.365180016
1593,2,71,2,0,2,54,8.880299568,5.337538242
1594,2,58,2,0,7,54,10.23853207,2.708050251
1595,1,48,4,0,4,54,9.926568985,2.708050251
1596,2,73,2,0,3,54,8.402762413,4.867534637
1597,1,59,0,0,7,54,9.152204514,5.105945587
1598,2,37,4,0,4,54,10.52011967,
1599,2,61,2,0,4,54,9.326450348,
1600,1,64,3,0,6,54,9.857595444,7.234177113
1601,1,39,4,0,4,54,8.695451736,5.34710741
1602,2,76,7,0,3,54,8.467999458,5.56068182
1603,1,31,4,0,3,54,9.164867401,
1604,2,34,2,0,6,54,9.155502319,6.206575871
1605,1,39,9,0,5,55,9.636614799,6.920671463
1606,1,75,2,0,7,55,9.571806908,7.99429512
1607,1,42,5,1,4,55,10.15125179,3.68887949
1608,1,44,2,0,5,55,9.225234032,4.867534637
1609,1,37,9,0,3,55,9.33743763,2.995732307
1610,2,48,9,0,3,55,9.675736427,5.950642586
1611,1,33,2,0,4,55,9.286873817,2.302585125
1612,1,37,4,0,3,55,9.824793816,2.302585125
1613,1,48,3,0,5,55,10.0739994,9.52273941
1614,1,35,3,0,3,55,9.379165649,6.405228615
1615,1,70,2,0,4,55,8.479304314,3.68887949
1616,1,34,4,1,4,55,9.627268791,3.68887949
1617,1,34,7,0,3,55,9.337953568,3.912023067
1618,2,69,0,0,5,55,9.360664368,7.968319416
1619,1,46,4,0,4,55,9.739779472,4.442651272
1620,1,44,4,0,4,55,9.43370533,8.347590446
1621,2,63,0,0,3,55,8.911919594,6.291569233
1622,1,39,4,1,4,55,9.442008972,6.306275368
1623,1,35,9,0,3,55,9.325423241,7.387090206
1624,1,36,3,0,4,55,10.01784706,9.298168182
1625,2,61,4,0,7,55,10.28128242,7.595890045
1626,1,42,5,0,4,55,10.09021854,3.68887949
1627,2,68,0,0,4,55,9.724074364,6.272877216
1628,1,49,4,0,5,55,9.505934715,3.218875885
1629,1,35,3,0,4,55,9.381995201,
1630,2,33,3,0,5,55,9.8950634,5.886104107
1631,1,38,3,1,4,55,9.699731827,5.556828022
1632,2,66,0,0,5,55,9.492921829,
1633,2,36,4,0,7,55,9.635905266,4.85981226
1634,1,34,3,0,3,55,10.08638573,6.228510857
1635,1,60,4,0,5,56,10.00512028,8.445482254
1636,1,73,2,1,3,56,8.817821503,6.0730443
1637,1,33,0,0,6,56,9.044190407,6.882437706
1638,1,50,3,1,7,56,9.676535606,6.946976185
1639,2,41,2,1,6,56,8.788463593,6.042633057
1640,1,39,2,1,3,56,9.608980179,7.495542049
1641,2,52,0,1,4,56,9.119752884,8.277666092
1642,1,56,3,1,4,56,10.0309248,6.659294128
1643,2,28,3,1,4,56,9.135023117,5.455321312
1644,1,66,3,1,3,56,9.263309479,9.991955757
1645,1,39,0,1,9,56,9.230005264,6.784457207
1646,1,72,0,0,3,56,9.029847145,6.47697258
1647,1,48,4,1,7,56,9.991499901,6.659294128
1648,1,25,4,1,3,56,9.00685215,4.356709003
1649,1,64,2,0,2,56,8.636540413,6.929516792
1650,1,36,3,1,3,56,9.173951149,6.276643276
1651,1,42,5,0,4,56,10.1860218,5.272999763
1652,1,75,0,0,5,56,10.04990959,8.807172775
1653,1,44,3,0,5,56,10.59591198,
1654,1,37,4,0,13,56,11.15487194,7.135687351
1655,2,93,3,0,4,56,9.752642632,8.229511261
1656,2,38,3,0,2,56,9.347019196,6.983789921
1657,1,47,3,0,4,56,10.29395008,
1658,1,32,5,0,3,56,10.22744083,6.175867081
1659,1,77,0,0,3,56,9.457164764,6.590301037
1660,1,42,4,0,7,56,11.10517406,6.572282314
1661,1,35,4,0,5,56,10.16398716,6.120297432
1662,2,64,2,0,7,56,10.5119133,8.024535179
1663,2,36,2,0,2,56,10.01212883,5.442417622
1664,2,47,2,0,14,56,10.48227119,6.47697258
1665,2,47,3,0,6,56,9.849254608,5.783825397
1666,1,52,2,1,4,56,9.903894424,6.625392437
1667,1,62,2,1,3,57,9.693511963,5.609471798
1668,2,48,2,0,8,57,9.382810593,5.743003368
1669,1,44,2,0,5,57,9.712428093,4.317488194
1670,1,70,7,1,2,57,10.34658623,3.496507645
1671,2,48,5,0,3,57,11.32181072,11.59683418
1672,1,53,9,0,5,57,10.48955631,6.47697258
1673,1,82,0,0,4,57,10.26148796,3.951243639
1674,1,36,5,0,5,57,10.66003895,6.008813381
1675,2,30,2,0,3,57,10.22669125,7.640123367
1676,2,66,2,0,1,57,9.938609123,
1677,2,66,0,1,2,57,9.348359108,7.352441311
1678,2,46,6,0,4,57,10.67362785,8.374476433
1679,1,53,9,0,4,57,9.942080498,7.608374596
1680,1,66,2,0,6,57,10.44672871,6.882437706
1681,2,57,2,0,3,57,9.906959534,7.868254185
1682,1,32,2,1,4,57,9.672083855,5.700443745
1683,2,49,6,0,6,57,10.26711082,6.47697258
1684,1,48,2,0,3,57,8.919670105,5.411645889
1685,2,41,3,0,4,57,10.2578125,7.064759254
1686,2,47,3,0,2,57,10.13330078,4.867534637
1687,1,40,3,0,4,57,9.665487289,4.969813347
1688,1,49,3,0,6,57,9.681353569,2.833213329
1689,1,52,7,0,5,57,10.51598263,7.077497959
1690,1,69,3,0,3,57,8.480798721,3.258096457
1691,1,55,3,0,8,57,10.5262146,
1692,1,69,2,1,4,57,9.500890732,6.981005669
1693,1,38,9,0,4,57,10.78800392,7.266827583
1694,1,53,3,0,6,57,10.29912567,6.946976185
1695,1,65,3,0,3,57,10.64531898,
1696,2,41,2,0,6,57,9.980250359,9.03133297
1697,1,35,3,0,5,57,10.77876663,7.097548962
1698,1,70,3,1,6,57,9.630072594,7.992944717
1699,1,39,9,0,6,58,9.723893166,
1700,1,45,3,1,5,58,9.47743988,4.356709003
1701,1,43,5,0,4,58,9.489648819,4.356709003
1702,1,46,2,0,7,58,9.662587166,6.253829002
